date,code,name,market,total_shares,foreign_shares,foreign_ratio
2025-11-17,4716,大立,TPEX,94427191,2401135,0.0
2025-11-17,4721,美琪瑪,TPEX,74986304,1982288,0.0
2025-11-17,4726,永昕,TPEX,207114300,43085508,0.0
2025-11-17,4728,雙美,TPEX,54463000,9742055,0.0
2025-11-17,4729,熒茂,TPEX,79226741,1023287,0.0
2025-11-17,4735,豪展,TPEX,41568758,26431,0.0
2025-11-17,4741,泓瀚,TPEX,34812079,441980,0.0
2025-11-17,4743,合一,TPEX,479296486,37692025,0.0
2025-11-17,4744,皇將,TPEX,54984332,4863426,0.0
2025-11-17,4745,合富-KY,TPEX,77449547,9536477,0.0
2025-11-17,4747,強生,TPEX,44932346,278875,0.0
2025-11-17,4749,新應材,TPEX,92732865,11409173,0.0
2025-11-17,4754,國碳科,TPEX,30283215,72967,0.0
2025-11-17,4760,勤凱,TPEX,32218283,1117300,0.0
2025-11-17,4767,誠泰科技,TPEX,31415000,9000,0.0
2025-11-17,4768,晶呈科技,TPEX,47487969,3265530,0.0
2025-11-17,4772,台特化,TPEX,147681552,14791010,0.0
2025-11-17,4804,大略-KY,TPEX,60324920,2188219,0.0
2025-11-17,4806,桂田文創,TPEX,99947092,1882691,0.0
2025-11-17,4903,聯光通,TPEX,105343714,1565457,0.0
2025-11-17,4905,台聯電,TPEX,29260044,2806181,0.0
2025-11-17,4907,富宇,TPEX,118145778,278589,0.0
2025-11-17,4908,前鼎,TPEX,78216907,2812561,0.0
2025-11-17,4909,新復興,TPEX,93356864,6248823,0.0
2025-11-17,4911,德英,TPEX,63719568,158332,0.0
2025-11-17,4923,力士,TPEX,33890800,273205,0.0
2025-11-17,4924,欣厚-KY,TPEX,37164409,14121668,0.0
2025-11-17,4931,新盛力,TPEX,65617761,4656747,0.0
2025-11-17,4933,友輝,TPEX,81989675,5173073,0.0
2025-11-17,4939,亞電,TPEX,98200868,3706414,0.0
2025-11-17,4946,辣椒,TPEX,7810946,973865,0.0
2025-11-17,4950,金耘國際,TPEX,57729107,84988,0.0
2025-11-17,4951,精拓科,TPEX,34148713,1552001,0.0
2025-11-17,4953,緯軟,TPEX,73147014,7120877,0.0
2025-11-17,4966,譜瑞-KY,TPEX,80057788,31740291,0.0
2025-11-17,4971,IET-KY,TPEX,39985743,6759872,0.0
2025-11-17,4972,湯石照明,TPEX,56888587,1585434,0.0
2025-11-17,4973,廣穎,TPEX,65392843,2820518,0.0
2025-11-17,4974,亞泰,TPEX,72500104,3995014,0.0
2025-11-17,4979,華星光,TPEX,140839794,19094206,0.0
2025-11-17,4987,科誠,TPEX,31878000,962778,0.0
2025-11-17,4991,環宇-KY,TPEX,113648293,17540535,0.0
2025-11-17,4995,晶達,TPEX,42336036,891605,0.0
2025-11-17,5009,榮剛,TPEX,602471197,56267743,0.0
2025-11-17,5011,久陽,TPEX,100669738,633076,0.0
2025-11-17,5013,強新,TPEX,133416000,16307804,0.0
2025-11-17,5014,建錩,TPEX,183265054,3985242,0.0
2025-11-17,5015,華祺,TPEX,60639189,3553720,0.0
2025-11-17,5016,松和,TPEX,49622076,204207,0.0
2025-11-17,5201,凱衛,TPEX,38674600,3777315,0.0
2025-11-17,5202,力新,TPEX,89094000,2965754,0.0
2025-11-17,5205,中茂,TPEX,13500000,1,0.0
2025-11-17,5206,坤悅,TPEX,171517500,10843536,0.0
2025-11-17,5209,新鼎,TPEX,28427103,672981,0.0
2025-11-17,5210,寶碩,TPEX,82177779,1115754,0.0
2025-11-17,5211,蒙恬,TPEX,32024727,2678543,0.0
2025-11-17,5212,凌網,TPEX,34633000,7573371,0.0
2025-11-17,5213,亞昕,TPEX,721334326,7101977,0.0
2025-11-17,5220,萬達光電,TPEX,39667000,86503,0.0
2025-11-17,5223,安力-KY,TPEX,44549781,18735353,0.0
2025-11-17,5227,立凱-KY,TPEX,68000000,7912209,0.0
2025-11-17,5228,鈺鎧,TPEX,38056253,34000,0.0
2025-11-17,5230,雷笛克光學,TPEX,55976730,481404,0.0
2025-11-17,5236,凌陽創新,TPEX,60004038,1918556,0.0
2025-11-17,5245,智晶,TPEX,43160000,1616914,0.0
2025-11-17,5251,天鉞電,TPEX,33733377,8926358,0.0
2025-11-17,5263,智崴,TPEX,70558088,10400402,0.0
2025-11-17,5272,笙科,TPEX,55276118,1050104,0.0
2025-11-17,5274,信驊,TPEX,37802685,21695166,0.0
2025-11-17,5276,達輝-KY,TPEX,39500000,30421000,0.0
2025-11-17,5278,尚凡*,TPEX,300000000,3946057,0.0
2025-11-17,5287,數字,TPEX,60314050,11293049,0.0
2025-11-17,5289,宜鼎,TPEX,93507217,30102938,0.0
2025-11-17,5291,邑昇,TPEX,39890606,0,0.0
2025-11-17,5299,杰力,TPEX,50888981,738887,0.0
2025-11-17,5301,寶得利,TPEX,65890304,1716012,0.0
2025-11-17,5302,太欣,TPEX,159888349,339640,0.0
2025-11-17,5309,系統電,TPEX,191781375,10964491,0.0
2025-11-17,5310,天剛,TPEX,28943517,16000,0.0
2025-11-17,5312,寶島科,TPEX,60059898,5096233,0.0
2025-11-17,5314,世紀*,TPEX,292000000,24207877,0.0
2025-11-17,5315,光聯,TPEX,106351832,13038515,0.0
2025-11-17,5321,美而快,TPEX,53179802,989062,0.0
2025-11-17,5324,士開,TPEX,226379090,11743428,0.0
2025-11-17,5328,華容,TPEX,172710724,2785889,0.0
2025-11-17,5340,建榮,TPEX,194893964,113498212,0.0
2025-11-17,5344,立衛,TPEX,79447460,70333,0.0
2025-11-17,5345,馥鴻,TPEX,37795000,11976,0.0
2025-11-17,5347,世界,TPEX,1867392355,249044515,0.0
2025-11-17,5348,正能量智能,TPEX,14775917,3000,0.0
2025-11-17,5351,鈺創,TPEX,325595781,58364593,0.0
2025-11-17,5353,台林,TPEX,75500000,449015,0.0
2025-11-17,5355,佳總,TPEX,166122792,256015,0.0
2025-11-17,5356,協益,TPEX,103040000,3979040,0.0
2025-11-17,5364,力麗店,TPEX,63849940,280798,0.0
2025-11-17,5371,中光電,TPEX,390981110,48506800,0.0
2025-11-17,5381,合正,TPEX,244526837,1598204,0.0
2025-11-17,5386,青雲,TPEX,36080881,2192069,0.0
2025-11-17,5392,能率,TPEX,176562145,4936832,0.0
2025-11-17,5398,慕康生醫,TPEX,49465460,3063730,0.0
2025-11-17,5403,中菲,TPEX,76193090,4471006,0.0
2025-11-17,5410,國眾,TPEX,91324123,8399418,0.0
2025-11-17,5425,台半,TPEX,263485486,24141878,0.0
2025-11-17,5426,振發,TPEX,143800000,3442935,0.0
2025-11-17,5432,新門,TPEX,20687804,147259,0.0
2025-11-17,5438,東友,TPEX,112536565,1476472,0.0
2025-11-17,5439,高技,TPEX,92975752,22308769,0.0
2025-11-17,5443,均豪,TPEX,164496644,9220114,0.0
2025-11-17,5450,南良,TPEX,122403239,92532,0.0
2025-11-17,5452,佶優,TPEX,148763669,12463016,0.0
2025-11-17,5455,昇益,TPEX,65501813,55398,0.0
2025-11-17,5457,宣德,TPEX,174581500,56175236,0.0
2025-11-17,5460,同協,TPEX,58778130,676257,0.0
2025-11-17,5464,霖宏,TPEX,71071490,429155,0.0
2025-11-17,5465,富驊,TPEX,147682629,2707293,0.0
2025-11-17,5468,凱鈺,TPEX,58922909,46091,0.0
2025-11-17,5474,聰泰,TPEX,39756944,773531,0.0
2025-11-17,5475,德宏,TPEX,127127017,6099205,0.0
2025-11-17,5478,智冠,TPEX,156074332,30303197,0.0
2025-11-17,5481,新華,TPEX,71402891,18097222,0.0
2025-11-17,5483,中美晶,TPEX,641221651,116151544,0.0
2025-11-17,5487,通泰,TPEX,24222516,104045,0.0
2025-11-17,5488,松普,TPEX,91586124,1046829,0.0
2025-11-17,5489,彩富,TPEX,102706441,1185694,0.0
2025-11-17,5490,同亨,TPEX,96152201,8259420,0.0
2025-11-17,5493,三聯,TPEX,43689255,462283,0.0
2025-11-17,5498,凱崴,TPEX,192448545,4252532,0.0
2025-11-17,5508,永信建,TPEX,217428133,6312944,0.0
2025-11-17,5511,德昌,TPEX,113440000,3546592,0.0
2025-11-17,5512,力麒,TPEX,766312494,41681288,0.0
2025-11-17,5514,三豐,TPEX,236118280,0,0.0
2025-11-17,5516,雙喜,TPEX,51545223,12459,0.0
2025-11-17,5520,力泰,TPEX,59975245,26000,0.0
2025-11-17,5523,豐謙,TPEX,155001464,350411,0.0
2025-11-17,5529,鉅陞,TPEX,101837481,654445,0.0
2025-11-17,5530,龍巖,TPEX,420084199,232222753,0.0
2025-11-17,5536,聖暉*,TPEX,124080930,34028521,0.0
2025-11-17,5543,桓鼎-KY,TPEX,45483593,32826,0.0
2025-11-17,5548,安倉,TPEX,57852013,89579,0.0
2025-11-17,5601,台聯櫃,TPEX,64800000,2423986,0.0
2025-11-17,5603,陸海,TPEX,104876607,5283365,0.0
2025-11-17,5604,中連,TPEX,108782968,3231006,0.0
2025-11-17,5609,中菲行,TPEX,142884000,23069473,0.0
2025-11-17,5701,劍湖山,TPEX,143000000,2103,0.0
2025-11-17,5703,亞都,TPEX,70239594,4662440,0.0
2025-11-17,5704,老爺知,TPEX,38861658,1816575,0.0
2025-11-17,5864,致和證,TPEX,454495572,12608542,0.0
2025-11-17,5878,台名,TPEX,25024303,143000,0.0
2025-11-17,5902,德記,TPEX,94500000,1191116,0.0
2025-11-17,5903,全家,TPEX,223220000,113608498,0.0
2025-11-17,5904,寶雅,TPEX,106443826,28306803,0.0
2025-11-17,5905,南仁湖,TPEX,281623235,7537659,0.0
2025-11-17,6015,宏遠證,TPEX,391581682,9959172,0.0
2025-11-17,6016,康和證,TPEX,686595508,27445944,0.0
2025-11-17,6020,大展證,TPEX,252353154,13000,0.0
2025-11-17,6021,美好證,TPEX,312515974,21241211,0.0
2025-11-17,6023,元大期,TPEX,319976288,5317626,0.0
2025-11-17,6026,福邦證,TPEX,396161841,12493303,0.0
2025-11-17,6101,寬魚國際,TPEX,114618371,698166,0.0
2025-11-17,6103,合邦,TPEX,13604891,93321,0.0
2025-11-17,6104,創惟,TPEX,91175107,16688950,0.0
2025-11-17,6109,亞元,TPEX,67825414,677648,0.0
2025-11-17,6111,大宇資,TPEX,109091051,9874963,0.0
2025-11-17,6113,亞矽,TPEX,52549455,1475167,0.0
2025-11-17,6114,久威,TPEX,43911937,564321,0.0
2025-11-17,6118,建達,TPEX,90889573,1599670,0.0
2025-11-17,6121,新普,TPEX,184970519,65648568,0.0
2025-11-17,6122,擎邦,TPEX,78091632,1981080,0.0
2025-11-17,6123,上奇,TPEX,62089430,1713595,0.0
2025-11-17,6124,業強,TPEX,182479945,92953462,0.0
2025-11-17,6125,廣運,TPEX,259011150,23746358,0.0
2025-11-17,6126,信音,TPEX,127826906,3004233,0.0
2025-11-17,6127,九豪,TPEX,108079751,2953823,0.0
2025-11-17,6129,普誠,TPEX,180943675,2531072,0.0
2025-11-17,6130,上亞科技,TPEX,44300000,253012,0.0
2025-11-17,6134,萬旭,TPEX,81882117,17510748,0.0
2025-11-17,6138,茂達,TPEX,74657000,21732840,0.0
2025-11-17,6140,訊達,TPEX,54897760,1828838,0.0
2025-11-17,6143,振曜,TPEX,86058897,7172009,0.0
2025-11-17,6144,得利影,TPEX,38273701,12811477,0.0
2025-11-17,6146,耕興,TPEX,101867199,30402748,0.0
2025-11-17,6147,頎邦,TPEX,744593539,145067108,0.0
2025-11-17,6148,驊宏資,TPEX,46603757,2014193,0.0
2025-11-17,6150,撼訊,TPEX,48345985,3043856,0.0
2025-11-17,6151,晉倫,TPEX,55257300,2473019,0.0
2025-11-17,6154,順發,TPEX,80080000,521124,0.0
2025-11-17,6156,松上,TPEX,107875010,4376696,0.0
2025-11-17,6158,禾昌,TPEX,55707288,476663,0.0
2025-11-17,6160,欣技,TPEX,68489120,3114883,0.0
2025-11-17,6161,捷波,TPEX,56237477,2530087,0.0
2025-11-17,6163,華電網,TPEX,142024234,5284599,0.0
2025-11-17,6167,久正,TPEX,146000000,5738364,0.0
2025-11-17,6169,昱泉,TPEX,23394960,75061,0.0
2025-11-17,6170,統振,TPEX,97260038,3449440,0.0
2025-11-17,6171,大城地產,TPEX,100000000,184174,0.0
2025-11-17,6173,信昌電,TPEX,172000000,7944181,0.0
2025-11-17,6174,安碁,TPEX,50000000,1552157,0.0
2025-11-17,6175,立敦,TPEX,150571812,26467313,0.0
2025-11-17,6179,亞通,TPEX,114669249,8359250,0.0
2025-11-17,6180,橘子,TPEX,175493573,42490130,0.0
2025-11-17,6182,合晶,TPEX,573796730,60702749,0.0
2025-11-17,6185,幃翔,TPEX,149867531,3855242,0.0
2025-11-17,6186,新潤,TPEX,172484600,4042283,0.0
2025-11-17,6187,萬潤,TPEX,96882315,16724154,0.0
2025-11-17,6188,廣明,TPEX,278358910,32082457,0.0
2025-11-17,6190,萬泰科,TPEX,170590192,12050841,0.0
2025-11-17,6194,育富,TPEX,48000000,1322913,0.0
2025-11-17,6195,詩肯,TPEX,50192942,22533200,0.0
2025-11-17,6198,瑞築,TPEX,171400350,81606,0.0
2025-11-17,6199,天品,TPEX,61760018,3050813,0.0
2025-11-17,6203,海韻電,TPEX,82401370,3901342,0.0
2025-11-17,6204,艾華,TPEX,23102080,147908,0.0
2025-11-17,6207,雷科,TPEX,79679910,2826509,0.0
2025-11-17,6208,日揚,TPEX,94462343,1453402,0.0
2025-11-17,6210,慶生,TPEX,35048000,93000,0.0
2025-11-17,6212,理銘,TPEX,102000000,489303,0.0
2025-11-17,6217,中探針,TPEX,117210018,3947853,0.0
2025-11-17,6218,豪勉,TPEX,64262000,518484,0.0
2025-11-17,6219,富旺,TPEX,124967090,1826756,0.0
2025-11-17,6220,岳豐,TPEX,146462640,2536147,0.0
2025-11-17,6221,晉泰,TPEX,124882375,1719902,0.0
2025-11-17,6222,立軒,TPEX,70588878,53000,0.0
2025-11-17,6223,旺矽,TPEX,94151106,29923670,0.0
2025-11-17,6227,茂綸,TPEX,76111786,545381,0.0
2025-11-17,6228,全譜,TPEX,26000000,92503,0.0
2025-11-17,6229,研通,TPEX,40360700,484576,0.0
2025-11-17,6231,系微,TPEX,45652186,2554319,0.0
2025-11-17,6233,旺玖,TPEX,81021896,3084446,0.0
2025-11-17,6234,高僑,TPEX,100386398,12165094,0.0
2025-11-17,6236,中湛,TPEX,41654039,9484,0.0
2025-11-17,6237,驊訊,TPEX,79645371,3016436,0.0
2025-11-17,6240,松崗,TPEX,22867370,89000,0.0
2025-11-17,6241,易通展,TPEX,48700000,334432,0.0
2025-11-17,6242,立康,TPEX,31806500,167693,0.0
2025-11-17,6244,茂迪,TPEX,387041875,42821152,0.0
2025-11-17,6245,立端,TPEX,146608303,8762858,0.0
2025-11-17,6246,臺龍,TPEX,37851415,445380,0.0
2025-11-17,6248,沛波,TPEX,99956149,818306,0.0
2025-11-17,6259,百徽,TPEX,26566146,10607455,0.0
2025-11-17,6261,久元,TPEX,128497989,4582529,0.0
2025-11-17,6263,普萊德,TPEX,62500964,919805,0.0
2025-11-17,6264,富裔,TPEX,136355291,41260,0.0
2025-11-17,6265,方土昶,TPEX,118172151,11418113,0.0
2025-11-17,6266,泰詠,TPEX,153871641,3652234,0.0
2025-11-17,6270,倍微,TPEX,72145759,452930,0.0
2025-11-17,6274,台燿,TPEX,276292413,81700627,0.0
2025-11-17,6275,元山,TPEX,78379607,2414621,0.0
2025-11-17,6276,安鈦克,TPEX,22043000,451986,0.0
2025-11-17,6279,胡連,TPEX,119015736,12454620,0.0
2025-11-17,6284,佳邦,TPEX,148980341,5828700,0.0
2025-11-17,6290,良維,TPEX,159088724,25796412,0.0
2025-11-17,6291,沛亨,TPEX,42000000,721098,0.0
2025-11-17,6292,迅德,TPEX,46600712,432013,0.0
2025-11-17,6294,智基,TPEX,26047106,231616,0.0
2025-11-17,6411,晶焱,TPEX,99248731,7484456,0.0
2025-11-17,6417,韋僑,TPEX,42274000,4245653,0.0
2025-11-17,6418,詠昇,TPEX,34522000,2510000,0.0
2025-11-17,6419,京晨科,TPEX,13159170,1128756,0.0
2025-11-17,6425,易發,TPEX,48602000,1407336,0.0
2025-11-17,6432,今展科,TPEX,32241771,423010,0.0
2025-11-17,6435,大中,TPEX,37461300,3081140,0.0
2025-11-17,6441,廣錠,TPEX,53318429,383332,0.0
2025-11-17,6461,益得,TPEX,163871000,1331195,0.0
2025-11-17,6462,神盾,TPEX,91250754,11929451,0.0
2025-11-17,6465,威潤,TPEX,51899746,79829,0.0
2025-11-17,6469,大樹,TPEX,149679202,12756519,0.0
2025-11-17,6470,宇智,TPEX,37694100,1897760,0.0
2025-11-17,6474,華豫寧,TPEX,52526199,0,0.0
2025-11-17,6482,弘煜科,TPEX,28634463,704593,0.0
2025-11-17,6485,點序,TPEX,45247008,5733261,0.0
2025-11-17,6486,互動,TPEX,50893286,1791349,0.0
2025-11-17,6488,環球晶,TPEX,478113725,108444115,0.0
2025-11-17,6492,生華科,TPEX,89703620,4714039,0.0
2025-11-17,6494,九齊,TPEX,31559690,1549450,0.0
2025-11-17,6496,科懋,TPEX,47502755,137740,0.0
2025-11-17,6498,久禾光,TPEX,46742892,606938,0.0
2025-11-17,6499,益安,TPEX,92244893,15485447,0.0
2025-11-17,6506,雙邦,TPEX,82360826,411994,0.0
2025-11-17,6508,惠光,TPEX,86538864,643035,0.0
2025-11-17,6509,聚和,TPEX,196543326,8375882,0.0
2025-11-17,6510,精測,TPEX,32789022,9089998,0.0
2025-11-17,6512,啟發電,TPEX,25260000,23923,0.0
2025-11-17,6516,勤崴國際,TPEX,56336935,667820,0.0
2025-11-17,6517,保勝光學,TPEX,30579053,224784,0.0
2025-11-17,6523,達爾膚,TPEX,45047625,725450,0.0
2025-11-17,6527,明達醫,TPEX,25458550,17050,0.0
2025-11-17,6530,創威,TPEX,33750000,1832607,0.0
2025-11-17,6532,瑞耘,TPEX,37445147,1075410,0.0
2025-11-17,6535,順藥,TPEX,168816825,9649186,0.0
2025-11-17,6538,倉和,TPEX,38073000,1525575,0.0
2025-11-17,6542,隆中,TPEX,42000630,7908186,0.0
2025-11-17,6546,正基,TPEX,66226937,5326920,0.0
2025-11-17,6547,高端疫苗,TPEX,328749050,22555990,0.0
2025-11-17,6548,長科*,TPEX,950488700,62466118,0.0
2025-11-17,6556,勝品,TPEX,28750000,171464,0.0
2025-11-17,6560,欣普羅,TPEX,32474715,2200791,0.0
2025-11-17,6561,是方,TPEX,77958370,7096938,0.0
2025-11-17,6568,宏觀,TPEX,30829000,914682,0.0
2025-11-17,6569,醫揚,TPEX,39014745,1231569,0.0
2025-11-17,6570,維田,TPEX,37119170,354001,0.0
2025-11-17,6574,霈方,TPEX,21990000,110225,0.0
2025-11-17,6576,逸達,TPEX,157348666,35846334,0.0
2025-11-17,6577,勁豐,TPEX,60060145,862658,0.0
2025-11-17,6578,達邦蛋白,TPEX,71941901,747061,0.0
2025-11-17,6584,南俊國際,TPEX,65937750,7502831,0.0
2025-11-17,6588,東典光電,TPEX,34700825,85911,0.0
2025-11-17,6590,普鴻,TPEX,21763250,15030,0.0
2025-11-17,6593,台灣銘板,TPEX,30911472,611272,0.0
2025-11-17,6596,寬宏藝術,TPEX,38000000,2203500,0.0
2025-11-17,6597,立誠,TPEX,30042250,2000,0.0
2025-11-17,6603,富強鑫,TPEX,167220592,8589691,0.0
2025-11-17,6609,瀧澤科,TPEX,72456246,37644181,0.0
2025-11-17,6612,奈米醫材,TPEX,47384084,12528392,0.0
2025-11-17,6613,朋億*,TPEX,77801485,3730995,0.0
2025-11-17,6615,慧智,TPEX,21593400,42000,0.0
2025-11-17,6616,特昇-KY,TPEX,35478473,20156969,0.0
2025-11-17,6617,共信-KY,TPEX,127506100,48524115,0.0
2025-11-17,6624,萬年清,TPEX,20880000,45000,0.0
2025-11-17,6629,泰金-KY,TPEX,38316166,29382097,0.0
2025-11-17,6637,醫影,TPEX,26810000,152000,0.0
2025-11-17,6640,均華,TPEX,28276500,1150524,0.0
2025-11-17,6642,富致,TPEX,37399662,220141,0.0
2025-11-17,6643,M31,TPEX,41798160,5698468,0.0
2025-11-17,6649,台生材,TPEX,42000000,2855610,0.0
2025-11-17,6651,全宇昕,TPEX,34601541,1230507,0.0
2025-11-17,6654,天正國際,TPEX,40962720,688001,0.0
2025-11-17,6661,威健生技,TPEX,23304248,13000,0.0
2025-11-17,6662,樂斯科,TPEX,25612400,47000,0.0
2025-11-17,6664,群翊,TPEX,60793381,1601672,0.0
2025-11-17,6667,信紘科,TPEX,49278878,1483471,0.0
2025-11-17,6679,鈺太,TPEX,54975335,3130646,0.0
2025-11-17,6680,鑫創電子,TPEX,23794210,49780,0.0
2025-11-17,6683,雍智科技,TPEX,27467661,1262597,0.0
2025-11-17,6684,安格,TPEX,44559496,388851,0.0
2025-11-17,6690,安碁資訊,TPEX,29999720,1041414,0.0
2025-11-17,6692,進能服,TPEX,58776390,226104,0.0
2025-11-17,6693,廣閎科,TPEX,45720000,4819000,0.0
2025-11-17,6697,東捷資訊,TPEX,27323364,87000,0.0
2025-11-17,6703,軒郁,TPEX,32983827,4058390,0.0
2025-11-17,6708,天擎,TPEX,29008779,914979,0.0
2025-11-17,6712,長聖,TPEX,87596963,4047626,0.0
2025-11-17,6716,應廣,TPEX,30008314,216509,0.0
2025-11-17,6720,久昌,TPEX,30081741,231052,0.0
2025-11-17,6721,信實,TPEX,22500000,7000,0.0
2025-11-17,6727,亞泰金屬,TPEX,26884177,3005944,0.0
2025-11-17,6728,上洋,TPEX,30110000,279132,0.0
2025-11-17,6732,昇佳電子,TPEX,48912618,2065873,0.0
2025-11-17,6733,博晟生醫,TPEX,124356026,2317269,0.0
2025-11-17,6735,美達科技,TPEX,46182292,2537047,0.0
2025-11-17,6739,竹陞科技,TPEX,23261250,656850,0.0
2025-11-17,6741,91APP*-KY,TPEX,120577997,57516636,0.0
2025-11-17,6747,亨泰光,TPEX,27200000,269053,0.0
2025-11-17,6751,智聯服務,TPEX,22200000,16562,0.0
2025-11-17,6752,叡揚,TPEX,37144147,1618093,0.0
2025-11-17,6761,穩得,TPEX,34112821,666557,0.0
2025-11-17,6762,達亞,TPEX,35171702,1918268,0.0
2025-11-17,6763,綠界科技*,TPEX,184039130,3173762,0.0
2025-11-17,6767,台微醫,TPEX,39183630,96010,0.0
2025-11-17,6785,昱展新藥,TPEX,66800000,6102852,0.0
2025-11-17,6788,華景電,TPEX,38739683,2320549,0.0
2025-11-17,6791,虎門科技,TPEX,20847000,2421165,0.0
2025-11-17,6803,崑鼎,TPEX,72465231,2789095,0.0
2025-11-17,6804,明係,TPEX,35000000,1794543,0.0
2025-11-17,6811,宏碁資訊,TPEX,41449000,1496255,0.0
2025-11-17,6821,聯寶,TPEX,31283265,425000,0.0
2025-11-17,6823,濾能,TPEX,27738475,8325118,0.0
2025-11-17,6829,千附精密,TPEX,59169000,611420,0.0
2025-11-17,6840,東研信超,TPEX,30305800,267459,0.0
2025-11-17,6841,長佳智能,TPEX,95152250,2281400,0.0
2025-11-17,6843,進典,TPEX,33304000,82000,0.0
2025-11-17,6844,諾貝兒,TPEX,37428440,5834,0.0
2025-11-17,6846,綠茵,TPEX,26993700,65000,0.0
2025-11-17,6855,數泓科,TPEX,23249716,47400,0.0
2025-11-17,6856,鑫傳,TPEX,28200000,1000,0.0
2025-11-17,6859,伯特光,TPEX,41470000,6675505,0.0
2025-11-17,6865,偉康科技,TPEX,15700645,31274,0.0
2025-11-17,6870,騰雲,TPEX,23347800,124098,0.0
2025-11-17,6872,浩宇生醫,TPEX,70740011,265000,0.0
2025-11-17,6874,倍力,TPEX,22000000,62126,0.0
2025-11-17,6875,國邑*,TPEX,129086404,2804284,0.0
2025-11-17,6877,鏵友益,TPEX,46967122,2766818,0.0
2025-11-17,6881,潤德,TPEX,15000000,9000,0.0
2025-11-17,6894,衛司特,TPEX,23800000,135980,0.0
2025-11-17,6895,宏碩系統,TPEX,34100000,1403702,0.0
2025-11-17,6899,創為精密,TPEX,42398491,2175922,0.0
2025-11-17,6903,巨漢,TPEX,66676000,1831837,0.0
2025-11-17,6904,伯鑫,TPEX,18500000,8000,0.0
2025-11-17,6913,鴻呈,TPEX,43848863,313316,0.0
2025-11-17,6922,宸曜,TPEX,27082385,526041,0.0
2025-11-17,6925,意藍,TPEX,20000300,794858,0.0
2025-11-17,6929,佑全,TPEX,44985500,12202,0.0
2025-11-17,6953,家碩,TPEX,30014600,146000,0.0
2025-11-17,6967,汎瑋材料,TPEX,24904477,69000,0.0
2025-11-17,6968,萬達寵物,TPEX,49447333,72109,0.0
2025-11-17,6971,惠民實業,TPEX,38668000,121000,0.0
2025-11-17,6982,大井泵浦,TPEX,40649100,619999,0.0
2025-11-17,6996,力領科技,TPEX,41965333,426525,0.0
2025-11-17,6997,博弘,TPEX,22100500,4449593,0.0
2025-11-17,7402,邑錡,TPEX,35229421,3204422,0.0
2025-11-17,7547,碩網,TPEX,32779000,8127573,0.0
2025-11-17,7556,意德士,TPEX,27319663,839244,0.0
2025-11-17,7584,樂意,TPEX,16462808,2312497,0.0
2025-11-17,7642,昶瑞機電,TPEX,30150000,353305,0.0
2025-11-17,7703,銳澤,TPEX,34745000,648150,0.0
2025-11-17,7704,明遠精密,TPEX,33744804,94000,0.0
2025-11-17,7708,全家餐飲,TPEX,25500000,37513,0.0
2025-11-17,7709,榮田,TPEX,39102740,52000,0.0
2025-11-17,7712,博盛半導體,TPEX,32561873,484151,0.0
2025-11-17,7713,威力德生醫,TPEX,45478843,33000,0.0
2025-11-17,7714,創泓科技,TPEX,21000000,276465,0.0
2025-11-17,7715,裕山,TPEX,33180000,121100,0.0
2025-11-17,7716,昱臺國際,TPEX,22500000,20,0.0
2025-11-17,7717,萊德光電-KY,TPEX,24777698,4477381,0.0
2025-11-17,7718,友鋮,TPEX,46356484,401580,0.0
2025-11-17,7723,築間,TPEX,50619550,34525,0.0
2025-11-17,7728,光焱科技,TPEX,13854080,215642,0.0
2025-11-17,7734,印能科技,TPEX,28000000,282586,0.0
2025-11-17,7738,東聯互動,TPEX,27355799,27314,0.0
2025-11-17,7743,金利食安,TPEX,36483338,1040363,0.0
2025-11-17,7744,崴寶,TPEX,32000000,8624000,0.0
2025-11-17,7747,昕奇雲端,TPEX,27426000,284819,0.0
2025-11-17,7751,竑騰,TPEX,26888600,342828,0.0
2025-11-17,7753,星亞,TPEX,25000000,20164,0.0
2025-11-17,7757,金色三麥,TPEX,24100000,4699000,0.0
2025-11-17,7782,光速火箭,TPEX,23213000,51000,0.0
2025-11-17,8024,佑華,TPEX,45160100,993511,0.0
2025-11-17,8027,鈦昇,TPEX,107461995,5557663,0.0
2025-11-17,8032,光菱,TPEX,51810300,394695,0.0
2025-11-17,8034,榮群,TPEX,56586353,3319836,0.0
2025-11-17,8038,長園科,TPEX,62278190,2264952,0.0
2025-11-17,8040,九暘,TPEX,96413874,1350890,0.0
2025-11-17,8042,金山電,TPEX,129462549,5802282,0.0
2025-11-17,8043,蜜望實,TPEX,79907170,3869176,0.0
2025-11-17,8044,網家,TPEX,205647065,14030397,0.0
2025-11-17,8047,星雲,TPEX,41666343,394704,0.0
2025-11-17,8048,德勝,TPEX,57705752,1362128,0.0
2025-11-17,8049,晶采,TPEX,118279808,2578096,0.0
2025-11-17,8050,廣積,TPEX,205178035,5718616,0.0
2025-11-17,8054,安國,TPEX,105772566,12446229,0.0
2025-11-17,8059,凱碩,TPEX,193445750,1479616,0.0
2025-11-17,8064,東捷,TPEX,164817836,10296874,0.0
2025-11-17,8066,來思達,TPEX,29642304,1088309,0.0
2025-11-17,8067,志旭,TPEX,20700000,1743950,0.0
2025-11-17,8068,全達,TPEX,80765949,6762345,0.0
2025-11-17,8069,元太,TPEX,1149894157,484003653,0.0
2025-11-17,8071,能率網通,TPEX,60084283,749474,0.0
