date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
1/16,2330,美商高盛,1480,6515,2881,3634,6.44,1,buy,2026-01-17
1/16,2330,台灣摩根士丹利,1470,1240,4508,-3268,5.79,1,sell,2026-01-17
1/16,2330,美林,1440,2693,598,2095,3.71,2,buy,2026-01-17
1/16,2330,元大證券,9800,1225,2913,-1688,2.99,2,sell,2026-01-17
1/16,2330,富邦證券,9600,3699,1812,1887,3.34,3,buy,2026-01-17
1/16,2330,台新證券,8150,612,1858,-1246,2.21,3,sell,2026-01-17
1/16,2330,摩根大通,8440,4178,2378,1800,3.19,4,buy,2026-01-17
1/16,2330,元富,5920,294,1427,-1133,2.01,4,sell,2026-01-17
1/16,2330,新加坡商瑞銀,1650,3287,1643,1644,2.91,5,buy,2026-01-17
1/16,2330,臺銀,1040,24,1106,-1082,1.92,5,sell,2026-01-17
1/16,2330,法銀巴黎,8900,1567,89,1478,2.62,6,buy,2026-01-17
1/16,2330,群益金鼎,9100,767,1679,-912,1.62,6,sell,2026-01-17
1/16,2330,大和國泰,8890,1178,139,1039,1.84,7,buy,2026-01-17
1/16,2330,群益金鼎-大安,0039003100380065,0,672,-672,1.19,7,sell,2026-01-17
1/16,2330,港商麥格理,1360,904,112,792,1.4,8,buy,2026-01-17
1/16,2330,富邦-台北,9623,73,529,-456,0.81,8,sell,2026-01-17
1/16,2330,花旗環球,1590,1580,791,789,1.4,9,buy,2026-01-17
1/16,2330,國票-台中,0037003700390076,19,431,-412,0.73,9,sell,2026-01-17
1/16,2330,凱基-台北,9268,1950,1304,646,1.14,10,buy,2026-01-17
1/16,2330,合庫證券,1020,23,297,-274,0.49,10,sell,2026-01-17
1/16,2330,永豐金-匯立,0039004100380031,1126,592,534,0.95,11,buy,2026-01-17
1/16,2330,凱基-雙和,0039003200300043,4,266,-262,0.46,11,sell,2026-01-17
1/16,2330,元大-北投,0039003800390041,407,51,356,0.63,12,buy,2026-01-17
1/16,2330,凱基,9200,559,781,-222,0.39,12,sell,2026-01-17
1/16,2330,福邦證券,6480,348,14,334,0.59,13,buy,2026-01-17
1/16,2330,元大-景美,0039003800340048,9,215,-206,0.36,13,sell,2026-01-17
1/16,2330,凱基-三多,9275,300,21,279,0.49,14,buy,2026-01-17
1/16,2330,凱基-站前,0039003200300046,192,386,-194,0.34,14,sell,2026-01-17
1/16,2330,香港上海匯豐,8960,371,92,279,0.49,15,buy,2026-01-17
1/16,2330,國泰-敦南,8888,422,571,-149,0.26,15,sell,2026-01-17
1/16,2317,新加坡商瑞銀,1650,5547,1061,4486,9.25,1,buy,2026-01-17
1/16,2317,台灣摩根士丹利,1470,478,5482,-5004,10.32,1,sell,2026-01-17
1/16,2317,美林,1440,4466,1021,3445,7.1,2,buy,2026-01-17
1/16,2317,統一,5850,282,4391,-4109,8.47,2,sell,2026-01-17
1/16,2317,美商高盛,1480,4465,2478,1987,4.1,3,buy,2026-01-17
1/16,2317,富邦證券,9600,467,1562,-1095,2.26,3,sell,2026-01-17
1/16,2317,元大證券,9800,2847,1396,1451,2.99,4,buy,2026-01-17
1/16,2317,台新證券,8150,472,1313,-841,1.73,4,sell,2026-01-17
1/16,2317,摩根大通,8440,1773,834,939,1.94,5,buy,2026-01-17
1/16,2317,凱基,9200,5,713,-708,1.46,5,sell,2026-01-17
1/16,2317,凱基-桃園,9208,645,66,579,1.19,6,buy,2026-01-17
1/16,2317,港商野村,1560,254,852,-598,1.23,6,sell,2026-01-17
1/16,2317,第一金-新竹,0035003300380042,552,16,536,1.11,7,buy,2026-01-17
1/16,2317,香港上海匯豐,8960,6,542,-536,1.11,7,sell,2026-01-17
1/16,2317,法銀巴黎,8900,527,13,514,1.06,8,buy,2026-01-17
1/16,2317,永豐金-匯立,0039004100380031,529,919,-390,0.8,8,sell,2026-01-17
1/16,2317,元大-館前,003900380034004b,262,37,225,0.46,9,buy,2026-01-17
1/16,2317,中國信託-高雄,003600310036004b,26,387,-361,0.74,9,sell,2026-01-17
1/16,2317,聯邦商銀,8580,147,5,142,0.29,10,buy,2026-01-17
1/16,2317,凱基-彰化,0039003200300047,23,367,-344,0.71,10,sell,2026-01-17
1/16,2317,國泰-敦南,8888,812,671,141,0.29,11,buy,2026-01-17
1/16,2317,(牛牛牛)亞證券,6010,0,257,-257,0.53,11,sell,2026-01-17
1/16,2317,凱基-東港,9212,129,14,115,0.24,12,buy,2026-01-17
1/16,2317,兆豐-城中,0037003000300057,9,260,-251,0.52,12,sell,2026-01-17
1/16,2317,土銀-高雄,1033,107,2,105,0.22,13,buy,2026-01-17
1/16,2317,港商麥格理,1360,42,281,-239,0.49,13,sell,2026-01-17
1/16,2317,兆豐-新莊,0037003000300077,107,13,94,0.19,14,buy,2026-01-17
1/16,2317,元大-大同,0039003800390047,29,265,-236,0.49,14,sell,2026-01-17
1/16,2317,台新-左楠,8157,98,16,82,0.17,15,buy,2026-01-17
1/16,2317,兆豐證券,7000,22,204,-182,0.38,15,sell,2026-01-17
1/16,2454,台灣摩根士丹利,1470,2014,407,1607,14.9,1,buy,2026-01-17
1/16,2454,摩根大通,8440,370,1210,-840,7.79,1,sell,2026-01-17
1/16,2454,新加坡商瑞銀,1650,1521,357,1164,10.79,2,buy,2026-01-17
1/16,2454,中國信託,6160,6,240,-234,2.17,2,sell,2026-01-17
1/16,2454,美商高盛,1480,1404,696,708,6.56,3,buy,2026-01-17
1/16,2454,花旗環球,1590,67,273,-206,1.91,3,sell,2026-01-17
1/16,2454,富邦證券,9600,708,74,634,5.88,4,buy,2026-01-17
1/16,2454,群益金鼎-大安,0039003100380065,0,166,-166,1.54,4,sell,2026-01-17
1/16,2454,國票-敦北法人,0037003700390063,345,7,338,3.13,5,buy,2026-01-17
1/16,2454,台新證券,8150,36,180,-144,1.34,5,sell,2026-01-17
1/16,2454,美林,1440,346,216,130,1.21,6,buy,2026-01-17
1/16,2454,臺銀,1040,2,135,-133,1.23,6,sell,2026-01-17
1/16,2454,香港上海匯豐,8960,138,10,128,1.19,7,buy,2026-01-17
1/16,2454,凱基-台北,9268,507,638,-131,1.21,7,sell,2026-01-17
1/16,2454,統一,5850,123,16,107,0.99,8,buy,2026-01-17
1/16,2454,永豐金證券,0039004100300030,45,160,-115,1.07,8,sell,2026-01-17
1/16,2454,永豐金-匯立,0039004100380031,122,36,86,0.8,9,buy,2026-01-17
1/16,2454,凱基,9200,56,152,-96,0.89,9,sell,2026-01-17
1/16,2454,港商麥格理,1360,227,146,81,0.75,10,buy,2026-01-17
1/16,2454,土銀,1030,0,66,-66,0.61,10,sell,2026-01-17
1/16,2454,法銀巴黎,8900,88,10,78,0.72,11,buy,2026-01-17
1/16,2454,國泰-敦南,8888,84,143,-59,0.55,11,sell,2026-01-17
1/16,2454,元大-大同,0039003800390047,61,6,55,0.51,12,buy,2026-01-17
1/16,2454,群益金鼎,9100,155,211,-56,0.52,12,sell,2026-01-17
1/16,2454,華南永昌,9300,75,40,35,0.32,13,buy,2026-01-17
1/16,2454,富邦-建國,9658,6,53,-47,0.44,13,sell,2026-01-17
1/16,2454,港商野村,1560,73,43,30,0.28,14,buy,2026-01-17
1/16,2454,元大證券,9800,390,436,-46,0.43,14,sell,2026-01-17
1/16,2454,兆豐證券,7000,32,6,26,0.24,15,buy,2026-01-17
1/16,2454,永豐金-信義,0039004100390052,11,56,-45,0.42,15,sell,2026-01-17
1/16,2308,台灣摩根士丹利,1470,1402,43,1359,5.57,1,buy,2026-01-17
1/16,2308,國泰-敦南,8888,152,476,-324,1.33,1,sell,2026-01-17
1/16,2308,富邦證券,9600,1613,297,1316,5.4,2,buy,2026-01-17
1/16,2308,土銀,1030,62,217,-155,0.64,2,sell,2026-01-17
1/16,2308,摩根大通,8440,1935,811,1124,4.61,3,buy,2026-01-17
1/16,2308,新光,8560,91,232,-141,0.58,3,sell,2026-01-17
1/16,2308,新加坡商瑞銀,1650,2327,1339,988,4.05,4,buy,2026-01-17
1/16,2308,富邦-台北,9623,35,160,-125,0.51,4,sell,2026-01-17
1/16,2308,港商麥格理,1360,607,0,607,2.49,5,buy,2026-01-17
1/16,2308,國泰-台中,8882,43,165,-122,0.5,5,sell,2026-01-17
1/16,2308,美林,1440,648,184,464,1.9,6,buy,2026-01-17
1/16,2308,臺銀,1040,50,161,-111,0.46,6,sell,2026-01-17
1/16,2308,國票-台中,0037003700390076,423,24,399,1.64,7,buy,2026-01-17
1/16,2308,國票-安和,003700370039005a,79,179,-100,0.41,7,sell,2026-01-17
1/16,2308,香港上海匯豐,8960,379,0,379,1.55,8,buy,2026-01-17
1/16,2308,玉山-台中,0038003800340042,6,98,-92,0.38,8,sell,2026-01-17
1/16,2308,元大證券,9800,1844,1559,285,1.17,9,buy,2026-01-17
1/16,2308,第一金,5380,115,203,-88,0.36,9,sell,2026-01-17
1/16,2308,國票-敦北法人,0037003700390063,270,21,249,1.02,10,buy,2026-01-17
1/16,2308,華南永昌-高雄,9303,7,95,-88,0.36,10,sell,2026-01-17
1/16,2308,元富,5920,261,26,235,0.96,11,buy,2026-01-17
1/16,2308,凱基-信義,9216,13,98,-85,0.35,11,sell,2026-01-17
1/16,2308,永豐金證券,0039004100300030,408,174,234,0.96,12,buy,2026-01-17
1/16,2308,富邦-建國,9658,47,122,-75,0.31,12,sell,2026-01-17
1/16,2308,宏遠證券,1260,213,12,201,0.82,13,buy,2026-01-17
1/16,2308,永豐金-松山,0039004100390031,11,81,-70,0.29,13,sell,2026-01-17
1/16,2308,國泰證券,8880,286,88,198,0.81,14,buy,2026-01-17
1/16,2308,第一金-大稻埕,0035003300380046,1,66,-65,0.27,14,sell,2026-01-17
1/16,2308,凱基-台北,9268,1002,830,172,0.71,15,buy,2026-01-17
1/16,2308,富邦-中壢,9636,8,72,-64,0.26,15,sell,2026-01-17
1/16,2382,美商高盛,1480,4721,308,4413,18.21,1,buy,2026-01-17
1/16,2382,國泰-敦南,8888,133,545,-412,1.7,1,sell,2026-01-17
1/16,2382,新加坡商瑞銀,1650,3178,159,3019,12.46,2,buy,2026-01-17
1/16,2382,台新證券,8150,41,445,-404,1.67,2,sell,2026-01-17
1/16,2382,美林,1440,2767,563,2204,9.09,3,buy,2026-01-17
1/16,2382,國票-敦北法人,0037003700390063,261,659,-398,1.64,3,sell,2026-01-17
1/16,2382,富邦證券,9600,1887,124,1763,7.27,4,buy,2026-01-17
1/16,2382,台灣企銀,1110,2,311,-309,1.28,4,sell,2026-01-17
1/16,2382,摩根大通,8440,1575,169,1406,5.8,5,buy,2026-01-17
1/16,2382,花旗環球,1590,91,372,-281,1.16,5,sell,2026-01-17
1/16,2382,永豐金證券,0039004100300030,704,151,553,2.28,6,buy,2026-01-17
1/16,2382,新光,8560,41,264,-223,0.92,6,sell,2026-01-17
1/16,2382,港商麥格理,1360,427,0,427,1.76,7,buy,2026-01-17
1/16,2382,統一-台中,5856,3,207,-204,0.84,7,sell,2026-01-17
1/16,2382,元大-敦南,0039003800390050,518,96,422,1.74,8,buy,2026-01-17
1/16,2382,臺銀,1040,55,236,-181,0.75,8,sell,2026-01-17
1/16,2382,永豐金-匯立,0039004100380031,419,44,375,1.55,9,buy,2026-01-17
1/16,2382,富邦-新板,0039003600310048,1,177,-176,0.73,9,sell,2026-01-17
1/16,2382,港商野村,1560,383,39,344,1.42,10,buy,2026-01-17
1/16,2382,永豐金-員林,0039004100390043,10,138,-128,0.53,10,sell,2026-01-17
1/16,2382,元大-館前,003900380034004b,266,48,218,0.9,11,buy,2026-01-17
1/16,2382,元大證券,9800,756,880,-124,0.51,11,sell,2026-01-17
1/16,2382,凱基-台北,9268,922,758,164,0.68,12,buy,2026-01-17
1/16,2382,兆豐-南京,0037003000300050,0,116,-116,0.48,12,sell,2026-01-17
1/16,2382,富邦-南京,0039003600310043,155,51,104,0.43,13,buy,2026-01-17
1/16,2382,國泰-台中,8882,41,149,-108,0.45,13,sell,2026-01-17
1/16,2382,元大-向上,9824,154,51,103,0.43,14,buy,2026-01-17
1/16,2382,富邦-仁愛,9676,35,142,-107,0.44,14,sell,2026-01-17
1/16,2382,台灣摩根士丹利,1470,459,363,96,0.4,15,buy,2026-01-17
1/16,2382,國泰-館前,0038003800380041,18,123,-105,0.43,15,sell,2026-01-17
1/16,2891,永豐金證券,0039004100300030,6746,969,5777,17.86,1,buy,2026-01-17
1/16,2891,摩根大通,8440,1918,3252,-1334,4.12,1,sell,2026-01-17
1/16,2891,美商高盛,1480,4541,1909,2632,8.14,2,buy,2026-01-17
1/16,2891,台新證券,8150,77,1225,-1148,3.55,2,sell,2026-01-17
1/16,2891,元大證券,9800,2457,1059,1398,4.32,3,buy,2026-01-17
1/16,2891,元富,5920,2,1043,-1041,3.22,3,sell,2026-01-17
1/16,2891,永豐金-匯立,0039004100380031,1218,32,1186,3.67,4,buy,2026-01-17
1/16,2891,群益金鼎,9100,0,1004,-1004,3.1,4,sell,2026-01-17
1/16,2891,法銀巴黎,8900,615,5,610,1.89,5,buy,2026-01-17
1/16,2891,香港上海匯豐,8960,33,557,-524,1.62,5,sell,2026-01-17
1/16,2891,新加坡商瑞銀,1650,3245,2665,580,1.79,6,buy,2026-01-17
1/16,2891,元大-忠孝鼎富,0039003800320046,0,400,-400,1.24,6,sell,2026-01-17
1/16,2891,美林,1440,990,551,439,1.36,7,buy,2026-01-17
1/16,2891,康和,8450,2,350,-348,1.08,7,sell,2026-01-17
1/16,2891,台灣摩根士丹利,1470,1779,1489,290,0.9,8,buy,2026-01-17
1/16,2891,國泰證券,8880,37,360,-323,1.0,8,sell,2026-01-17
1/16,2891,中國信託,6160,437,210,227,0.7,9,buy,2026-01-17
1/16,2891,統一,5850,70,381,-311,0.96,9,sell,2026-01-17
1/16,2891,臺銀,1040,237,22,215,0.66,10,buy,2026-01-17
1/16,2891,兆豐-桃園,003700300030004d,0,310,-310,0.96,10,sell,2026-01-17
1/16,2891,統一-員林,0035003800350049,120,4,116,0.36,11,buy,2026-01-17
1/16,2891,兆豐證券,7000,0,302,-302,0.93,11,sell,2026-01-17
1/16,2891,富邦證券,9600,2959,2853,106,0.33,12,buy,2026-01-17
1/16,2891,華南永昌-高雄,9303,4,282,-278,0.86,12,sell,2026-01-17
1/16,2891,凱基,9200,276,174,102,0.32,13,buy,2026-01-17
1/16,2891,元大-蘆洲中正,0039003800390049,0,243,-243,0.75,13,sell,2026-01-17
1/16,2891,中國信託-永康,6163,129,37,92,0.28,14,buy,2026-01-17
1/16,2891,中國信託-文心,6164,15,233,-218,0.67,14,sell,2026-01-17
1/16,2891,兆豐-高雄,003700300030005a,40,1,39,0.12,15,buy,2026-01-17
1/16,2891,大昌-安康,6462,0,211,-211,0.65,15,sell,2026-01-17
1/16,2881,美商高盛,1480,6387,276,6111,32.27,1,buy,2026-01-17
1/16,2881,國泰證券,8880,13,2111,-2098,11.08,1,sell,2026-01-17
1/16,2881,新加坡商瑞銀,1650,2129,180,1949,10.29,2,buy,2026-01-17
1/16,2881,台新證券,8150,21,1535,-1514,7.99,2,sell,2026-01-17
1/16,2881,永豐金-匯立,0039004100380031,1142,94,1048,5.53,3,buy,2026-01-17
1/16,2881,統一,5850,19,1252,-1233,6.51,3,sell,2026-01-17
1/16,2881,美林,1440,1647,1074,573,3.03,4,buy,2026-01-17
1/16,2881,永豐金證券,0039004100300030,363,1446,-1083,5.72,4,sell,2026-01-17
1/16,2881,法銀巴黎,8900,329,0,329,1.74,5,buy,2026-01-17
1/16,2881,臺銀,1040,5,817,-812,4.29,5,sell,2026-01-17
1/16,2881,元大證券,9800,547,268,279,1.47,6,buy,2026-01-17
1/16,2881,凱基-台北,9268,411,964,-553,2.92,6,sell,2026-01-17
1/16,2881,富邦-新板,0039003600310048,274,8,266,1.4,7,buy,2026-01-17
1/16,2881,富邦證券,9600,134,566,-432,2.28,7,sell,2026-01-17
1/16,2881,港商野村,1560,200,2,198,1.05,8,buy,2026-01-17
1/16,2881,台灣摩根士丹利,1470,879,1244,-365,1.93,8,sell,2026-01-17
1/16,2881,富邦-建國,9658,244,60,184,0.97,9,buy,2026-01-17
1/16,2881,元富,5920,7,360,-353,1.86,9,sell,2026-01-17
1/16,2881,元大-彰化,0039003800310047,106,2,104,0.55,10,buy,2026-01-17
1/16,2881,香港上海匯豐,8960,0,313,-313,1.65,10,sell,2026-01-17
1/16,2881,華南永昌-敦南,9347,100,0,100,0.53,11,buy,2026-01-17
1/16,2881,凱基,9200,2,176,-174,0.92,11,sell,2026-01-17
1/16,2881,國泰-台中,8882,96,29,67,0.35,12,buy,2026-01-17
1/16,2881,國票-長城,0037003700390075,0,118,-118,0.62,12,sell,2026-01-17
1/16,2881,群益金鼎-新竹,9186,56,1,55,0.29,13,buy,2026-01-17
1/16,2881,摩根大通,8440,701,819,-118,0.62,13,sell,2026-01-17
1/16,2881,元富-板橋,0035003900320062,50,0,50,0.26,14,buy,2026-01-17
1/16,2881,國泰-敦南,8888,120,226,-106,0.56,14,sell,2026-01-17
1/16,2881,元大-竹山,0039003800310052,44,2,42,0.22,15,buy,2026-01-17
1/16,2881,康和-台南,8458,0,100,-100,0.53,15,sell,2026-01-17
1/16,2882,美商高盛,1480,5450,504,4946,21.3,1,buy,2026-01-17
1/16,2882,凱基,9200,5,1930,-1925,8.29,1,sell,2026-01-17
1/16,2882,美林,1440,3793,118,3675,15.83,2,buy,2026-01-17
1/16,2882,富邦證券,9600,57,1904,-1847,7.96,2,sell,2026-01-17
1/16,2882,新加坡商瑞銀,1650,3538,476,3062,13.19,3,buy,2026-01-17
1/16,2882,摩根大通,8440,1145,2333,-1188,5.12,3,sell,2026-01-17
1/16,2882,元大證券,9800,3384,401,2983,12.85,4,buy,2026-01-17
1/16,2882,統一-平鎮,0035003800350067,0,829,-829,3.57,4,sell,2026-01-17
1/16,2882,永豐金-匯立,0039004100380031,1182,253,929,4.0,5,buy,2026-01-17
1/16,2882,台灣摩根士丹利,1470,1113,1896,-783,3.37,5,sell,2026-01-17
1/16,2882,法銀巴黎,8900,373,0,373,1.61,6,buy,2026-01-17
1/16,2882,香港上海匯豐,8960,0,265,-265,1.14,6,sell,2026-01-17
1/16,2882,港商野村,1560,135,6,129,0.56,7,buy,2026-01-17
1/16,2882,國泰-敦南,8888,37,274,-237,1.02,7,sell,2026-01-17
1/16,2882,群益金鼎-民權,9131,55,6,49,0.21,8,buy,2026-01-17
1/16,2882,新光,8560,16,248,-232,1.0,8,sell,2026-01-17
1/16,2882,群益金鼎-板橋,0039003100380042,47,2,45,0.19,9,buy,2026-01-17
1/16,2882,玉山-桃園,0038003800340046,0,210,-210,0.9,9,sell,2026-01-17
1/16,2882,國票-博愛,003700370039007a,33,0,33,0.14,10,buy,2026-01-17
1/16,2882,國泰證券,8880,16,205,-189,0.81,10,sell,2026-01-17
1/16,2882,兆豐-復興,0037003000300070,51,25,26,0.11,11,buy,2026-01-17
1/16,2882,彰銀-台中,1233,5,186,-181,0.78,11,sell,2026-01-17
1/16,2882,元大-新生,0039003800310058,24,1,23,0.1,12,buy,2026-01-17
1/16,2882,高橋,5320,0,158,-158,0.68,12,sell,2026-01-17
1/16,2882,永豐金-永康,0039004100390063,21,5,16,0.07,13,buy,2026-01-17
1/16,2882,國泰-館前,0038003800380041,2,152,-150,0.65,13,sell,2026-01-17
1/16,2882,新百王,6210,18,5,13,0.06,14,buy,2026-01-17
1/16,2882,中國信託,6160,4,149,-145,0.62,14,sell,2026-01-17
1/16,2882,玉山證券,8840,70,60,10,0.04,15,buy,2026-01-17
1/16,2882,國票證券,7790,58,202,-144,0.62,15,sell,2026-01-17
1/16,2303,凱基-台北,9268,30359,16362,13997,4.57,1,buy,2026-01-17
1/16,2303,國泰-敦南,8888,2758,6086,-3328,1.09,1,sell,2026-01-17
1/16,2303,凱基,9200,12828,583,12245,4.0,2,buy,2026-01-17
1/16,2303,香港上海匯豐,8960,0,2611,-2611,0.85,2,sell,2026-01-17
1/16,2303,國泰證券,8880,14794,2599,12195,3.98,3,buy,2026-01-17
1/16,2303,台新證券,8150,773,3136,-2363,0.77,3,sell,2026-01-17
1/16,2303,台灣摩根士丹利,1470,14228,2111,12117,3.96,4,buy,2026-01-17
1/16,2303,台新-台中,0038003100350042,644,2785,-2141,0.7,4,sell,2026-01-17
1/16,2303,美林,1440,12752,954,11798,3.85,5,buy,2026-01-17
1/16,2303,新光,8560,1043,2579,-1536,0.5,5,sell,2026-01-17
1/16,2303,新加坡商瑞銀,1650,17269,5968,11301,3.69,6,buy,2026-01-17
1/16,2303,兆豐-忠孝,0037003000300061,54,1321,-1267,0.41,6,sell,2026-01-17
1/16,2303,美商高盛,1480,16288,5240,11048,3.61,7,buy,2026-01-17
1/16,2303,富邦-桃園,9665,223,1379,-1156,0.38,7,sell,2026-01-17
1/16,2303,富邦證券,9600,9104,1091,8013,2.62,8,buy,2026-01-17
1/16,2303,富邦-陽明,9604,653,1755,-1102,0.36,8,sell,2026-01-17
1/16,2303,元大證券,9800,22982,14983,7999,2.61,9,buy,2026-01-17
1/16,2303,國泰-板橋,003800380038004b,420,1468,-1048,0.34,9,sell,2026-01-17
1/16,2303,永豐金證券,0039004100300030,8707,1483,7224,2.36,10,buy,2026-01-17
1/16,2303,玉山-新莊,8842,142,1136,-994,0.32,10,sell,2026-01-17
1/16,2303,華南永昌,9300,6433,590,5843,1.91,11,buy,2026-01-17
1/16,2303,富邦-台北,9623,306,1287,-981,0.32,11,sell,2026-01-17
1/16,2303,統一,5850,6465,815,5650,1.85,12,buy,2026-01-17
1/16,2303,玉山證券,8840,468,1401,-933,0.3,12,sell,2026-01-17
1/16,2303,摩根大通,8440,9896,6128,3768,1.23,13,buy,2026-01-17
1/16,2303,富邦-新店,9661,482,1364,-882,0.29,13,sell,2026-01-17
1/16,2303,港商野村,1560,4266,1729,2537,0.83,14,buy,2026-01-17
1/16,2303,國票-敦北法人,0037003700390063,86,945,-859,0.28,14,sell,2026-01-17
1/16,2303,花旗環球,1590,2970,769,2201,0.72,15,buy,2026-01-17
1/16,2303,元大-新莊,9898,259,1088,-829,0.27,15,sell,2026-01-17
1/16,3711,永豐金-匯立,0039004100380031,4295,132,4163,14.31,1,buy,2026-01-17
1/16,3711,台灣摩根士丹利,1470,893,4975,-4082,14.03,1,sell,2026-01-17
1/16,3711,港商麥格理,1360,2599,297,2302,7.91,2,buy,2026-01-17
1/16,3711,凱基,9200,306,3280,-2974,10.22,2,sell,2026-01-17
1/16,3711,摩根大通,8440,3158,1428,1730,5.95,3,buy,2026-01-17
1/16,3711,凱基-台北,9268,937,2179,-1242,4.27,3,sell,2026-01-17
1/16,3711,富邦證券,9600,1205,330,875,3.01,4,buy,2026-01-17
1/16,3711,美商高盛,1480,1301,2403,-1102,3.79,4,sell,2026-01-17
1/16,3711,永豐金證券,0039004100300030,1020,212,808,2.78,5,buy,2026-01-17
1/16,3711,元富,5920,17,564,-547,1.88,5,sell,2026-01-17
1/16,3711,兆豐證券,7000,517,8,509,1.75,6,buy,2026-01-17
1/16,3711,臺銀,1040,14,512,-498,1.71,6,sell,2026-01-17
1/16,3711,國票-敦北法人,0037003700390063,502,0,502,1.73,7,buy,2026-01-17
1/16,3711,新加坡商瑞銀,1650,1387,1861,-474,1.63,7,sell,2026-01-17
1/16,3711,宏遠證券,1260,341,11,330,1.13,8,buy,2026-01-17
1/16,3711,大和國泰,8890,1,423,-422,1.45,8,sell,2026-01-17
1/16,3711,花旗環球,1590,541,233,308,1.06,9,buy,2026-01-17
1/16,3711,富邦-虎尾,9697,12,306,-294,1.01,9,sell,2026-01-17
1/16,3711,法銀巴黎,8900,246,10,236,0.81,10,buy,2026-01-17
1/16,3711,美林,1440,1436,1672,-236,0.81,10,sell,2026-01-17
1/16,3711,港商野村,1560,536,326,210,0.72,11,buy,2026-01-17
1/16,3711,元大證券,9800,1101,1224,-123,0.42,11,sell,2026-01-17
1/16,3711,統一,5850,135,45,90,0.31,12,buy,2026-01-17
1/16,3711,香港上海匯豐,8960,1,92,-91,0.31,12,sell,2026-01-17
1/16,3711,國泰-敦南,8888,320,241,79,0.27,13,buy,2026-01-17
1/16,3711,中國信託-新竹,6165,15,89,-74,0.25,13,sell,2026-01-17
1/16,3711,華南永昌,9300,131,57,74,0.25,14,buy,2026-01-17
1/16,3711,兆豐-桃鶯,0037003000300055,1,75,-74,0.25,14,sell,2026-01-17
1/16,3711,玉山證券,8840,89,22,67,0.23,15,buy,2026-01-17
1/16,3711,康和,8450,4,56,-52,0.18,15,sell,2026-01-17
1/16,2603,合庫證券,1020,5006,24,4982,21.41,1,buy,2026-01-17
1/16,2603,台灣摩根士丹利,1470,14,5946,-5932,25.49,1,sell,2026-01-17
1/16,2603,國泰-敦南,8888,425,113,312,1.34,2,buy,2026-01-17
1/16,2603,港商野村,1560,34,2468,-2434,10.46,2,sell,2026-01-17
1/16,2603,臺銀-臺南,1042,310,5,305,1.31,3,buy,2026-01-17
1/16,2603,摩根大通,8440,326,1670,-1344,5.78,3,sell,2026-01-17
1/16,2603,永豐金-敦南,0039004100380046,217,5,212,0.91,4,buy,2026-01-17
1/16,2603,美林,1440,213,992,-779,3.35,4,sell,2026-01-17
1/16,2603,新光,8560,266,72,194,0.83,5,buy,2026-01-17
1/16,2603,元大證券,9800,1286,1875,-589,2.53,5,sell,2026-01-17
1/16,2603,凱基,9200,200,18,182,0.78,6,buy,2026-01-17
1/16,2603,凱基-台北,9268,1141,1564,-423,1.82,6,sell,2026-01-17
1/16,2603,群益金鼎-東湖,003900310038004b,125,0,125,0.54,7,buy,2026-01-17
1/16,2603,美商高盛,1480,1390,1715,-325,1.4,7,sell,2026-01-17
1/16,2603,兆豐-來福,0037003000300043,124,5,119,0.51,8,buy,2026-01-17
1/16,2603,永豐金證券,0039004100300030,85,376,-291,1.25,8,sell,2026-01-17
1/16,2603,富邦-板橋,9655,115,5,110,0.47,9,buy,2026-01-17
1/16,2603,新加坡商瑞銀,1650,607,889,-282,1.21,9,sell,2026-01-17
1/16,2603,富邦-仁愛,9676,117,9,108,0.46,10,buy,2026-01-17
1/16,2603,合庫-西台中,0031003000320046,5,252,-247,1.06,10,sell,2026-01-17
1/16,2603,大和國泰,8890,100,1,99,0.43,11,buy,2026-01-17
1/16,2603,元富,5920,1,201,-200,0.86,11,sell,2026-01-17
1/16,2603,國泰-高雄,8881,101,19,82,0.35,12,buy,2026-01-17
1/16,2603,第一金-安和,003500330038006a,18,161,-143,0.61,12,sell,2026-01-17
1/16,2603,兆豐-台中港,7005,83,1,82,0.35,13,buy,2026-01-17
1/16,2603,永豐金-彰化,0039004100390073,8,136,-128,0.55,13,sell,2026-01-17
1/16,2603,永豐金-匯立,0039004100380031,76,0,76,0.33,14,buy,2026-01-17
1/16,2603,元大-板橋,0039003800390043,9,111,-102,0.44,14,sell,2026-01-17
1/16,2603,永豐金-松山,0039004100390031,73,3,70,0.3,15,buy,2026-01-17
1/16,2603,凱基-市政,9239,4,81,-77,0.33,15,sell,2026-01-17
1/16,2609,花旗環球,1590,694,121,573,2.47,1,buy,2026-01-17
1/16,2609,台灣摩根士丹利,1470,64,5492,-5428,23.43,1,sell,2026-01-17
1/16,2609,(牛牛牛)亞-網路,6012,403,2,401,1.73,2,buy,2026-01-17
1/16,2609,美林,1440,135,2209,-2074,8.95,2,sell,2026-01-17
1/16,2609,國泰-敦南,8888,574,216,358,1.55,3,buy,2026-01-17
1/16,2609,凱基-台北,9268,476,1740,-1264,5.46,3,sell,2026-01-17
1/16,2609,群益金鼎-開元,9134,226,5,221,0.95,4,buy,2026-01-17
1/16,2609,美商高盛,1480,692,1847,-1155,4.99,4,sell,2026-01-17
1/16,2609,凱基-士林,9238,167,12,155,0.67,5,buy,2026-01-17
